longitude,latitude,timestamp
-76.38773,40.08751,2023-12-06T23:36:21Z
-76.38781,40.08741,2023-12-06T23:36:21Z
-76.38804,40.0871,2023-12-06T23:36:24Z
-76.38804,40.0871,2023-12-06T23:36:24Z
-76.38798,40.08708,2023-12-06T23:36:24Z
-76.38795,40.08707,2023-12-06T23:36:24Z
-76.38795,40.08707,2023-12-06T23:36:24Z
-76.38795,40.08707,2023-12-06T23:36:24Z
-76.38757,40.08695,2023-12-06T23:36:26Z
-76.38688,40.0867,2023-12-06T23:36:30Z
-76.38663,40.08662,2023-12-06T23:36:32Z
-76.38663,40.08662,2023-12-06T23:36:32Z
-76.38663,40.08662,2023-12-06T23:36:32Z
-76.38653,40.08659,2023-12-06T23:36:32Z
-76.38502,40.08608,2023-12-06T23:36:41Z
-76.38416,40.08579,2023-12-06T23:36:45Z
-76.38347,40.08558,2023-12-06T23:36:49Z
-76.38342,40.08556,2023-12-06T23:36:49Z
-76.38342,40.08556,2023-12-06T23:36:49Z
-76.38342,40.08556,2023-12-06T23:36:49Z
-76.38333,40.08553,2023-12-06T23:36:50Z
-76.38287,40.08542,2023-12-06T23:36:52Z
-76.38225,40.08526,2023-12-06T23:36:56Z
-76.38187,40.08517,2023-12-06T23:36:58Z
-76.38179,40.08515,2023-12-06T23:36:58Z
-76.38179,40.08515,2023-12-06T23:36:58Z
-76.38179,40.08515,2023-12-06T23:36:58Z
-76.38164,40.08512,2023-12-06T23:36:59Z
-76.38135,40.08506,2023-12-06T23:37:00Z
-76.38119,40.08503,2023-12-06T23:37:01Z
-76.38119,40.08503,2023-12-06T23:37:01Z
-76.38112,40.08551,2023-12-06T23:37:05Z
-76.38108,40.08566,2023-12-06T23:37:06Z
-76.38108,40.08566,2023-12-06T23:37:06Z
-76.38108,40.08566,2023-12-06T23:37:06Z
-76.381,40.08607,2023-12-06T23:37:08Z
-76.381,40.0861,2023-12-06T23:37:09Z
-76.38092,40.08647,2023-12-06T23:37:11Z
-76.38088,40.08668,2023-12-06T23:37:12Z
-76.38086,40.08687,2023-12-06T23:37:14Z
-76.38076,40.08744,2023-12-06T23:37:18Z
-76.3807,40.08792,2023-12-06T23:37:21Z
-76.38065,40.0882,2023-12-06T23:37:23Z
-76.38065,40.0882,2023-12-06T23:37:23Z
-76.38065,40.0882,2023-12-06T23:37:23Z
-76.38064,40.0883,2023-12-06T23:37:23Z
-76.38062,40.08836,2023-12-06T23:37:24Z
-76.38062,40.08836,2023-12-06T23:37:24Z
-76.38062,40.08836,2023-12-06T23:37:24Z
-76.3806,40.08844,2023-12-06T23:37:24Z
-76.38057,40.08868,2023-12-06T23:37:26Z
-76.38051,40.08903,2023-12-06T23:37:28Z
-76.3805,40.08909,2023-12-06T23:37:29Z
-76.38048,40.08927,2023-12-06T23:37:30Z
-76.38048,40.08927,2023-12-06T23:37:30Z
-76.38048,40.08927,2023-12-06T23:37:30Z
-76.3806,40.08928,2023-12-06T23:37:30Z
-76.38073,40.08932,2023-12-06T23:37:31Z
-76.38137,40.08957,2023-12-06T23:37:35Z
-76.38147,40.0896,2023-12-06T23:37:35Z
-76.38147,40.0896,2023-12-06T23:37:35Z
-76.38147,40.0896,2023-12-06T23:37:35Z
-76.38175,40.0897,2023-12-06T23:37:37Z
-76.38209,40.08981,2023-12-06T23:37:39Z
-76.38241,40.08992,2023-12-06T23:37:41Z
-76.38261,40.08999,2023-12-06T23:37:42Z
-76.38309,40.09018,2023-12-06T23:37:45Z
-76.38336,40.0903,2023-12-06T23:37:46Z
-76.38377,40.09048,2023-12-06T23:37:49Z
-76.38409,40.09061,2023-12-06T23:37:50Z
-76.38441,40.09073,2023-12-06T23:37:52Z
-76.3847,40.09086,2023-12-06T23:37:54Z
-76.3847,40.09086,2023-12-06T23:37:54Z
-76.3847,40.09086,2023-12-06T23:37:54Z
-76.3851,40.09103,2023-12-06T23:37:56Z
-76.38556,40.09126,2023-12-06T23:37:59Z
-76.38597,40.09145,2023-12-06T23:38:02Z
-76.38743,40.09213,2023-12-06T23:38:10Z
-76.38743,40.09213,2023-12-06T23:38:10Z
-76.38743,40.09213,2023-12-06T23:38:10Z
-76.38858,40.09266,2023-12-06T23:38:17Z
-76.38942,40.09306,2023-12-06T23:38:22Z
-76.39063,40.09363,2023-12-06T23:38:29Z
-76.39189,40.09422,2023-12-06T23:38:37Z
-76.39327,40.09486,2023-12-06T23:38:45Z
-76.39381,40.09511,2023-12-06T23:38:48Z
-76.39381,40.09511,2023-12-06T23:38:48Z
