longitude,latitude,timestamp
-81.73532,30.42087,2023-12-12T11:12:39Z
-81.73532,30.42087,2023-12-12T11:12:39Z
-81.73532,30.42087,2023-12-12T11:12:39Z
-81.73532,30.42087,2023-12-12T11:12:39Z
-81.73532,30.42087,2023-12-12T11:12:39Z
-81.73532,30.42087,2023-12-12T11:12:39Z
-94.22446,39.0259,2023-12-08T18:32:41Z
-94.22452,39.0259,2023-12-08T18:32:41Z
-94.22456,39.0259,2023-12-08T18:32:41Z
-94.22465,39.02585,2023-12-08T18:32:42Z
-94.22486,39.02585,2023-12-08T18:32:43Z
-94.22504,39.02587,2023-12-08T18:32:44Z
-94.22521,39.02591,2023-12-08T18:32:45Z
-94.22543,39.02603,2023-12-08T18:32:46Z
-94.22564,39.02615,2023-12-08T18:32:47Z
-94.22564,39.02615,2023-12-08T18:32:47Z
-94.22564,39.02615,2023-12-08T18:32:47Z
-94.22568,39.02617,2023-12-08T18:32:48Z
-94.22618,39.02651,2023-12-08T18:32:51Z
-94.22618,39.02651,2023-12-08T18:32:51Z
-94.22668,39.02602,2023-12-08T18:32:55Z
-94.22668,39.02602,2023-12-08T18:32:55Z
-94.22668,39.02602,2023-12-08T18:32:55Z
-94.22669,39.02602,2023-12-08T18:32:55Z
-94.2268,39.02581,2023-12-08T18:32:57Z
-94.22692,39.02523,2023-12-08T18:33:01Z
-94.22692,39.02523,2023-12-08T18:33:01Z
-94.22752,39.0253,2023-12-08T18:33:04Z
-94.22752,39.0253,2023-12-08T18:33:04Z
-94.22752,39.0253,2023-12-08T18:33:04Z
-94.22947,39.02554,2023-12-08T18:33:14Z
-94.23087,39.0257,2023-12-08T18:33:21Z
-94.23129,39.02576,2023-12-08T18:33:24Z
-94.23129,39.02576,2023-12-08T18:33:24Z
-94.23129,39.02576,2023-12-08T18:33:24Z
-94.23196,39.02584,2023-12-08T18:33:27Z
-94.23319,39.02598,2023-12-08T18:33:34Z
-94.23334,39.026,2023-12-08T18:33:34Z
-94.23363,39.02604,2023-12-08T18:33:36Z
-94.23512,39.02623,2023-12-08T18:33:44Z
-94.23645,39.02639,2023-12-08T18:33:51Z
-94.23776,39.02654,2023-12-08T18:33:57Z
-94.23776,39.02654,2023-12-08T18:33:57Z
-94.23776,39.02654,2023-12-08T18:33:57Z
-94.23843,39.02662,2023-12-08T18:34:01Z
-94.23949,39.02675,2023-12-08T18:34:07Z
-94.23985,39.02679,2023-12-08T18:34:08Z
-94.2399,39.02679,2023-12-08T18:34:09Z
-94.24029,39.02684,2023-12-08T18:34:11Z
-94.2431,39.02717,2023-12-08T18:34:25Z
-94.2431,39.02717,2023-12-08T18:34:25Z
-94.2431,39.02717,2023-12-08T18:34:25Z
-94.24343,39.02721,2023-12-08T18:34:27Z
-94.24368,39.02724,2023-12-08T18:34:29Z
-94.24442,39.02734,2023-12-08T18:34:32Z
-94.24475,39.02743,2023-12-08T18:34:34Z
-94.24494,39.0275,2023-12-08T18:34:35Z
-94.24519,39.02765,2023-12-08T18:34:37Z
-94.24532,39.02776,2023-12-08T18:34:38Z
-94.24532,39.02776,2023-12-08T18:34:38Z
-94.24532,39.02776,2023-12-08T18:34:38Z
-94.24538,39.02781,2023-12-08T18:34:38Z
-94.24671,39.029,2023-12-08T18:34:49Z
-94.24694,39.02914,2023-12-08T18:34:50Z
-94.24728,39.02925,2023-12-08T18:34:52Z
-94.24728,39.02925,2023-12-08T18:34:52Z
-94.24728,39.02925,2023-12-08T18:34:52Z
-94.24768,39.02938,2023-12-08T18:34:55Z
-94.24781,39.02941,2023-12-08T18:34:55Z
-94.24781,39.02941,2023-12-08T18:34:55Z
-94.24781,39.02941,2023-12-08T18:34:55Z
-94.24792,39.02944,2023-12-08T18:34:56Z
-94.24807,39.02948,2023-12-08T18:34:57Z
-94.24807,39.02948,2023-12-08T18:34:57Z
-94.24818,39.02929,2023-12-08T18:34:58Z
-94.24818,39.02929,2023-12-08T18:34:58Z
-94.24818,39.02929,2023-12-08T18:34:58Z
-94.24863,39.02853,2023-12-08T18:35:04Z
-94.24873,39.02835,2023-12-08T18:35:05Z
-94.24873,39.02835,2023-12-08T18:35:05Z
-94.24902,39.02839,2023-12-08T18:35:07Z
-94.24902,39.02839,2023-12-08T18:35:07Z
-94.24902,39.02839,2023-12-08T18:35:07Z
-94.2491,39.02841,2023-12-08T18:35:07Z
-94.2497,39.02845,2023-12-08T18:35:10Z
-94.25022,39.0284,2023-12-08T18:35:13Z
-94.2509,39.02825,2023-12-08T18:35:16Z
-94.25105,39.02822,2023-12-08T18:35:17Z
-94.25105,39.02822,2023-12-08T18:35:17Z
-94.25105,39.02822,2023-12-08T18:35:17Z
-94.25144,39.02814,2023-12-08T18:35:19Z
-94.2521,39.02812,2023-12-08T18:35:23Z
-94.25254,39.02811,2023-12-08T18:35:25Z
-94.2535,39.02814,2023-12-08T18:35:30Z
-94.25422,39.02823,2023-12-08T18:35:34Z
-94.25422,39.02823,2023-12-08T18:35:34Z
-94.25422,39.02823,2023-12-08T18:35:34Z
-94.2567,39.02853,2023-12-08T18:35:47Z
-94.2567,39.02853,2023-12-08T18:35:47Z
-94.2567,39.02853,2023-12-08T18:35:47Z
-94.26341,39.02934,2023-12-08T18:36:22Z
-94.26341,39.02934,2023-12-08T18:36:22Z
-94.26341,39.02934,2023-12-08T18:36:22Z
-94.26607,39.02966,2023-12-08T18:36:36Z
-94.26791,39.02986,2023-12-08T18:36:46Z
-94.26791,39.02986,2023-12-08T18:36:46Z
-94.26901,39.02999,2023-12-08T18:36:51Z
-94.2702,39.03011,2023-12-08T18:36:58Z
-94.27131,39.03023,2023-12-08T18:37:03Z
-94.27208,39.03032,2023-12-08T18:37:07Z
-94.27394,39.03055,2023-12-08T18:37:17Z
-94.27394,39.03055,2023-12-08T18:37:17Z
-94.27394,39.03055,2023-12-08T18:37:17Z
-94.27586,39.03079,2023-12-08T18:37:27Z
-94.28083,39.03139,2023-12-08T18:37:53Z
-94.28083,39.03139,2023-12-08T18:37:53Z
-94.28083,39.03139,2023-12-08T18:37:53Z
-94.29096,39.0326,2023-12-08T18:38:46Z
-94.29096,39.0326,2023-12-08T18:38:46Z
-94.29096,39.0326,2023-12-08T18:38:46Z
-94.30108,39.03382,2023-12-08T18:39:40Z
-94.30108,39.03382,2023-12-08T18:39:40Z
-94.30108,39.03382,2023-12-08T18:39:40Z
-94.30267,39.03401,2023-12-08T18:39:48Z
-94.30861,39.03471,2023-12-08T18:40:19Z
-94.31092,39.035,2023-12-08T18:40:31Z
-94.31092,39.035,2023-12-08T18:40:31Z
-94.31092,39.035,2023-12-08T18:40:31Z
-94.3125,39.0352,2023-12-08T18:40:39Z
-94.31462,39.03548,2023-12-08T18:40:51Z
-94.31462,39.03548,2023-12-08T18:40:51Z
-94.31462,39.03548,2023-12-08T18:40:51Z
-94.32475,39.03681,2023-12-08T18:41:44Z
-94.32475,39.03681,2023-12-08T18:41:44Z
-94.32475,39.03681,2023-12-08T18:41:44Z
-94.32749,39.03717,2023-12-08T18:41:58Z
-94.32749,39.03717,2023-12-08T18:41:58Z
-94.32749,39.03717,2023-12-08T18:41:58Z
-94.33287,39.03788,2023-12-08T18:42:27Z
-94.33368,39.03799,2023-12-08T18:42:31Z
-94.33621,39.03834,2023-12-08T18:42:44Z
-94.33775,39.03855,2023-12-08T18:42:52Z
-94.33775,39.03855,2023-12-08T18:42:52Z
-94.33775,39.03855,2023-12-08T18:42:52Z
-94.3469,39.0398,2023-12-08T18:43:40Z
-94.34801,39.03997,2023-12-08T18:43:46Z
-94.34801,39.03997,2023-12-08T18:43:46Z
-94.34801,39.03997,2023-12-08T18:43:46Z
-94.34928,39.04016,2023-12-08T18:43:53Z
-94.35025,39.04028,2023-12-08T18:43:58Z
-94.35496,39.0409,2023-12-08T18:44:23Z
-94.35522,39.04094,2023-12-08T18:44:24Z
-94.35522,39.04094,2023-12-08T18:44:24Z
-94.35774,39.04127,2023-12-08T18:44:37Z
-94.35882,39.04141,2023-12-08T18:44:43Z
-94.35882,39.04141,2023-12-08T18:44:43Z
